date,hour,location,gross_sales,net_sales,items,transactions,customers
2015-06-13,20,The Dram Shop,161,161,27,16,0
2015-06-13,21,The Dram Shop,71.5,71.5,12,5,0
2015-06-13,22,The Dram Shop,22.5,22.5,5,3,0
2015-06-14,12,The Dram Shop,44,44,5,3,1
2015-06-14,13,The Dram Shop,61,61,4,2,0
2015-06-14,14,The Dram Shop,156,156,19,10,0
2015-06-14,15,The Dram Shop,95,95,19,6,0
2015-06-14,16,The Dram Shop,187.5,187.5,28,13,0
2015-06-14,17,The Dram Shop,65,62,14,10,0
2015-06-14,18,The Dram Shop,81,81,16,10,0
2015-06-14,19,The Dram Shop,151.5,147,28,11,0
2015-06-14,20,The Dram Shop,38,38,7,3,0
2015-06-14,21,The Dram Shop,49,44,9,3,0
2015-06-16,12,The Dram Shop,20,20,1,1,0
2015-06-16,13,The Dram Shop,29,29,3,2,0
2015-06-16,14,The Dram Shop,4,4,1,1,0
2015-06-16,15,The Dram Shop,91,91,13,7,0
2015-06-16,16,The Dram Shop,113.5,113.5,11,6,0
2015-06-16,17,The Dram Shop,159.5,159.5,21,9,0
2015-06-16,18,The Dram Shop,260.5,260.5,46,22,1
2015-06-16,19,The Dram Shop,185.5,185.5,35,19,0
2015-06-16,20,The Dram Shop,304.5,291.5,54,24,0
2015-06-16,21,The Dram Shop,110.5,108.5,19,7,0
2015-06-17,12,The Dram Shop,67,67,8,2,0
2015-06-17,13,The Dram Shop,17,17,2,2,0
2015-06-17,14,The Dram Shop,27,27,4,3,0
2015-06-17,15,The Dram Shop,80.5,80.5,13,9,0
2015-06-17,16,The Dram Shop,113,113,18,8,0
2015-06-17,17,The Dram Shop,235.5,235.5,34,19,0
2015-06-17,18,The Dram Shop,324,324,56,26,0
2015-06-17,19,The Dram Shop,109,109,20,11,0
2015-06-17,20,The Dram Shop,290.5,290.5,56,27,0
2015-06-17,21,The Dram Shop,34,34,6,4,0
2015-06-18,12,The Dram Shop,88,88,7,5,0
2015-06-18,13,The Dram Shop,54.5,49.5,4,3,0
2015-06-18,14,The Dram Shop,17,17,4,3,0
2015-06-18,15,The Dram Shop,65.5,65.5,11,2,0
2015-06-18,16,The Dram Shop,28,28,4,3,0
2015-06-18,17,The Dram Shop,209.5,209.5,36,18,0
2015-06-18,18,The Dram Shop,245,245,35,16,0
2015-06-18,19,The Dram Shop,207.5,207.5,38,20,0
2015-06-18,20,The Dram Shop,402,400.5,57,30,1
2015-06-18,21,The Dram Shop,296,296,55,21,0
2015-06-18,22,The Dram Shop,119,119,16,6,0
2015-06-19,12,The Dram Shop,82,82,6,3,0
2015-06-19,13,The Dram Shop,63,34,9,4,0
2015-06-19,14,The Dram Shop,183,162,24,10,0
2015-06-19,15,The Dram Shop,168.5,168.5,22,13,0
2015-06-19,16,The Dram Shop,427,375.5,57,33,0
2015-06-19,17,The Dram Shop,533.5,514.5,82,29,0
2015-06-19,18,The Dram Shop,338.5,333.5,62,26,0
2015-06-19,19,The Dram Shop,285.5,285.5,52,21,0
2015-06-19,20,The Dram Shop,181.5,181.5,29,17,0
2015-06-19,21,The Dram Shop,154.5,144.5,22,9,0
2015-06-19,22,The Dram Shop,83,83,17,6,0
2015-06-20,10,The Dram Shop,36.5,32.25,5,2,0
2015-06-20,11,The Dram Shop,123,123,14,8,0
2015-06-20,12,The Dram Shop,136.5,136.5,19,11,0
2015-06-20,13,The Dram Shop,81,81,12,6,0
2015-06-20,14,The Dram Shop,76.5,76.5,14,7,0
2015-06-20,15,The Dram Shop,245.5,233.75,33,16,0
2015-06-20,16,The Dram Shop,338,317,47,23,0
2015-06-20,17,The Dram Shop,345.5,345.5,47,18,0
2015-06-20,18,The Dram Shop,241.5,236.5,42,21,0
2015-06-20,19,The Dram Shop,143,143,19,13,0
2015-06-20,20,The Dram Shop,285,280,44,19,0
2015-06-20,21,The Dram Shop,153,151,25,15,0
2015-06-20,22,The Dram Shop,69,40,11,7,0
2015-06-21,12,The Dram Shop,105.5,105.5,12,6,0
2015-06-21,13,The Dram Shop,30,30,5,3,0
2015-06-21,14,The Dram Shop,115,115,20,8,0
2015-06-21,15,The Dram Shop,225.5,221.75,33,14,0
2015-06-21,16,The Dram Shop,302,302,45,19,0
2015-06-21,17,The Dram Shop,193.5,193.5,31,13,0
2015-06-21,18,The Dram Shop,142.5,142.5,26,15,0
2015-06-21,19,The Dram Shop,159,158,34,20,0
2015-06-21,20,The Dram Shop,95,95,17,9,0
2015-06-21,21,The Dram Shop,8,8,2,1,0
2015-06-23,12,The Dram Shop,6,6,1,1,0
2015-06-23,13,The Dram Shop,36,36,3,3,0
2015-06-23,14,The Dram Shop,74,74,10,4,0
2015-06-23,15,The Dram Shop,23.5,23.5,5,3,0
2015-06-23,16,The Dram Shop,73,73,9,6,0
2015-06-23,17,The Dram Shop,284,284,52,35,0
2015-06-23,18,The Dram Shop,254,254,43,24,0
2015-06-23,19,The Dram Shop,297,297,57,28,0
2015-06-23,20,The Dram Shop,111.75,111.75,22,10,0
2015-06-23,21,The Dram Shop,132,132,23,5,0
2015-06-24,12,The Dram Shop,13,13,3,1,0
2015-06-24,13,The Dram Shop,117,117,11,6,0
2015-06-24,14,The Dram Shop,76,76,9,6,0
2015-06-24,15,The Dram Shop,60,45.5,7,4,0
2015-06-24,16,The Dram Shop,149,149,20,12,0
2015-06-24,17,The Dram Shop,253,253,44,26,0
2015-06-24,18,The Dram Shop,257.5,249.5,48,23,1
2015-06-24,19,The Dram Shop,158,155,23,11,0
2015-06-24,20,The Dram Shop,306,306,50,17,0
2015-06-24,21,The Dram Shop,118,114,21,6,0
2015-06-25,11,The Dram Shop,1,1,1,1,0
2015-06-25,12,The Dram Shop,47,47,9,4,0
2015-06-25,13,The Dram Shop,190,190,13,6,0
2015-06-25,14,The Dram Shop,91,91,11,5,0
2015-06-25,15,The Dram Shop,44,44,11,2,0
2015-06-25,16,The Dram Shop,94,94,15,12,0
2015-06-25,17,The Dram Shop,169,169,28,15,1
2015-06-25,18,The Dram Shop,246,232,43,21,0
2015-06-25,19,The Dram Shop,210.5,210.5,37,18,0
2015-06-25,20,The Dram Shop,223.5,214,41,29,0
2015-06-25,21,The Dram Shop,179,175,38,13,0
2015-06-25,22,The Dram Shop,4,4,1,1,0
2015-06-26,12,The Dram Shop,16.5,16.5,3,2,0
2015-06-26,13,The Dram Shop,82,82,10,3,0
2015-06-26,14,The Dram Shop,79,79,14,4,0
2015-06-26,15,The Dram Shop,147.25,147.25,21,13,0
2015-06-26,16,The Dram Shop,276,276,40,27,0
2015-06-26,17,The Dram Shop,435.25,430.5,70,32,0
2015-06-26,18,The Dram Shop,260.5,260.5,37,24,0
2015-06-26,19,The Dram Shop,459,449.75,87,31,0
2015-06-26,20,The Dram Shop,350.5,350.5,63,31,0
2015-06-26,21,The Dram Shop,364.25,344.25,65,23,1
2015-06-26,22,The Dram Shop,158.5,152.5,32,13,0
2015-06-27,11,The Dram Shop,31,31,3,3,0
2015-06-27,12,The Dram Shop,287.5,285.5,32,18,1
2015-06-27,13,The Dram Shop,140,128,23,12,0
2015-06-27,14,The Dram Shop,196.5,196.5,29,17,0
2015-06-27,15,The Dram Shop,150,147.5,23,12,0
2015-06-27,16,The Dram Shop,318.75,318.75,49,18,0
2015-06-27,17,The Dram Shop,154.5,154.5,25,14,0
2015-06-27,18,The Dram Shop,358.5,344.5,57,24,0
2015-06-27,19,The Dram Shop,283,276.25,53,22,0
2015-06-27,20,The Dram Shop,135,133,20,15,0
2015-06-27,21,The Dram Shop,241,232,31,19,0
2015-06-27,22,The Dram Shop,20,10,2,2,0
2015-06-28,12,The Dram Shop,14.5,14.5,3,2,0
2015-06-28,13,The Dram Shop,215.5,215.5,23,14,0
2015-06-28,14,The Dram Shop,144,144,23,9,0
2015-06-28,15,The Dram Shop,48.5,48.5,12,5,0
2015-06-28,16,The Dram Shop,94,94,15,8,0
2015-06-28,17,The Dram Shop,94,94,17,12,0
2015-06-28,18,The Dram Shop,212.5,208.5,28,13,0
2015-06-28,19,The Dram Shop,52.5,52.5,11,6,0
2015-06-28,20,The Dram Shop,197,197,29,12,0
2015-06-30,12,The Dram Shop,40,40,4,4,0
2015-06-30,13,The Dram Shop,83.5,83.5,7,3,0
2015-06-30,14,The Dram Shop,98.5,97.5,14,8,0
2015-06-30,15,The Dram Shop,44,44,7,4,0
2015-06-30,16,The Dram Shop,163,163,23,12,0
2015-06-30,17,The Dram Shop,245.75,245.75,37,23,0
2015-06-30,18,The Dram Shop,315,315,59,28,0
2015-06-30,19,The Dram Shop,516.75,516.75,87,29,0
2015-06-30,20,The Dram Shop,222,222,41,17,0
2015-06-30,21,The Dram Shop,179.75,179.75,26,9,0
2015-07-01,12,The Dram Shop,42,42,5,3,0
2015-07-01,13,The Dram Shop,67,67,11,8,0
2015-07-01,14,The Dram Shop,66,66,7,5,0
2015-07-01,15,The Dram Shop,182,165.5,14,4,0
2015-07-01,16,The Dram Shop,150,150,18,13,0
2015-07-01,17,The Dram Shop,248.5,248.5,44,28,0
2015-07-01,18,The Dram Shop,418.5,418.5,70,29,0
2015-07-01,19,The Dram Shop,378.5,378.5,70,29,1
2015-07-01,20,The Dram Shop,200.5,200.5,40,19,0
2015-07-01,21,The Dram Shop,32,32,7,6,0
2015-07-02,12,The Dram Shop,68.5,58.62,6,2,0
2015-07-02,13,The Dram Shop,171,171,17,6,0
2015-07-02,14,The Dram Shop,124,124,16,11,0
2015-07-02,15,The Dram Shop,128.5,128.5,16,8,0
2015-07-02,16,The Dram Shop,263.5,257.5,33,12,0
2015-07-02,17,The Dram Shop,184,184,21,13,0
2015-07-02,18,The Dram Shop,320,319,50,25,0
2015-07-02,19,The Dram Shop,391,391,63,33,0
2015-07-02,20,The Dram Shop,232,226.5,43,20,0
2015-07-02,21,The Dram Shop,131.5,126,26,14,0
2015-07-02,22,The Dram Shop,43,43,4,2,0
2015-07-03,12,The Dram Shop,85,85,10,5,0
2015-07-03,13,The Dram Shop,105,105,11,7,0
2015-07-03,14,The Dram Shop,183,168.5,25,10,0
2015-07-03,15,The Dram Shop,316,316,41,17,0
2015-07-03,16,The Dram Shop,281.5,281.5,40,17,0
2015-07-03,17,The Dram Shop,306.5,306.5,34,14,0
2015-07-03,18,The Dram Shop,214.5,209.5,40,15,0
2015-07-03,19,The Dram Shop,461.5,461.5,64,28,0
2015-07-03,20,The Dram Shop,279,279,47,22,0
2015-07-03,21,The Dram Shop,325,325,47,23,0
2015-07-03,22,The Dram Shop,285,285,31,12,1
2015-07-04,10,The Dram Shop,12,12,1,1,0
2015-07-04,11,The Dram Shop,16,16,1,1,0
2015-07-04,12,The Dram Shop,94.5,94.5,13,7,0
2015-07-04,13,The Dram Shop,268.5,253.5,24,8,0
2015-07-04,14,The Dram Shop,126,126,16,8,0
2015-07-04,15,The Dram Shop,194,194,19,7,0
2015-07-04,16,The Dram Shop,373.5,373.5,55,23,0
2015-07-04,17,The Dram Shop,25,25,5,1,0
2015-07-05,12,The Dram Shop,9,9,1,1,0
2015-07-05,13,The Dram Shop,94,94,9,5,0
2015-07-05,14,The Dram Shop,71,71,8,4,0
2015-07-05,15,The Dram Shop,114.5,114.5,20,9,0
2015-07-05,16,The Dram Shop,195.25,195.25,23,8,0
2015-07-05,17,The Dram Shop,168,168,32,17,0
2015-07-05,18,The Dram Shop,378.75,375.25,72,23,0
2015-07-05,19,The Dram Shop,164.5,164.5,32,11,0
2015-07-05,20,The Dram Shop,43,43,6,3,0
2015-07-07,12,The Dram Shop,19,19,3,2,0
2015-07-07,13,The Dram Shop,25,25,4,2,0
2015-07-07,14,The Dram Shop,60.5,60.5,11,6,0
2015-07-07,15,The Dram Shop,19.5,19.5,3,3,0
2015-07-07,16,The Dram Shop,143,143,13,9,0
2015-07-07,17,The Dram Shop,261.5,253.5,34,18,0
2015-07-07,18,The Dram Shop,325.5,325.5,59,23,0
2015-07-07,19,The Dram Shop,152.5,152.5,24,15,1
2015-07-07,20,The Dram Shop,220,220,39,14,0
2015-07-07,21,The Dram Shop,165.5,159.5,31,9,0
2015-07-08,12,The Dram Shop,37,37,5,2,0
2015-07-08,13,The Dram Shop,161,161,18,4,0
2015-07-08,14,The Dram Shop,29,29,5,4,0
2015-07-08,15,The Dram Shop,54,54,11,6,0
2015-07-08,16,The Dram Shop,86,86,11,7,0
2015-07-08,17,The Dram Shop,360.75,352.12,71,32,0
2015-07-08,18,The Dram Shop,384.75,384.75,63,34,0
2015-07-08,19,The Dram Shop,391,391,70,38,0
2015-07-08,20,The Dram Shop,177.5,177.5,29,20,0
2015-07-08,21,The Dram Shop,20,20,4,1,0
2015-07-09,12,The Dram Shop,32,32,4,2,0
2015-07-09,13,The Dram Shop,25.5,25.5,4,3,0
2015-07-09,14,The Dram Shop,87,87,21,10,0
2015-07-09,15,The Dram Shop,70.5,62.5,11,7,0
2015-07-09,16,The Dram Shop,187.5,187.5,28,17,0
2015-07-09,17,The Dram Shop,147,142.5,30,16,0
2015-07-09,18,The Dram Shop,396.5,396.5,66,30,1
2015-07-09,19,The Dram Shop,188,188,28,12,0
2015-07-09,20,The Dram Shop,219,219,34,18,0
2015-07-09,21,The Dram Shop,205.25,205.25,43,18,0
2015-07-09,22,The Dram Shop,6,3,1,1,0
2015-07-10,12,The Dram Shop,27.5,27.5,2,2,0
2015-07-10,13,The Dram Shop,62.5,62.5,11,4,0
2015-07-10,14,The Dram Shop,104,96,14,6,0
2015-07-10,15,The Dram Shop,132,132,21,13,0
2015-07-10,16,The Dram Shop,337,337,68,31,0
2015-07-10,17,The Dram Shop,311.5,311.5,62,22,1
2015-07-10,18,The Dram Shop,431,427,69,34,0
2015-07-10,19,The Dram Shop,642.25,622.75,105,49,0
2015-07-10,20,The Dram Shop,251,251,43,20,0
2015-07-10,21,The Dram Shop,337.5,294.5,55,28,0
2015-07-10,22,The Dram Shop,65.75,65.75,13,5,0
2015-07-11,9,The Dram Shop,50,37.5,1,1,0
2015-07-11,11,The Dram Shop,38,38,4,2,0
2015-07-11,12,The Dram Shop,123,118.25,16,11,0
2015-07-11,13,The Dram Shop,80,80,10,5,0
2015-07-11,14,The Dram Shop,50,50,8,3,0
2015-07-11,15,The Dram Shop,225,225,31,18,0
2015-07-11,16,The Dram Shop,245,245,41,23,0
2015-07-11,17,The Dram Shop,494.5,494.5,56,22,0
2015-07-11,18,The Dram Shop,256,256,56,28,0
2015-07-11,19,The Dram Shop,284.5,284.5,43,24,0
2015-07-11,20,The Dram Shop,240.5,240.5,37,18,0
2015-07-11,21,The Dram Shop,216.5,213.5,42,21,0
2015-07-11,22,The Dram Shop,29,21.75,5,4,0
2015-07-12,10,The Dram Shop,17,17,2,2,0
2015-07-12,11,The Dram Shop,32,29.5,7,6,0
2015-07-12,12,The Dram Shop,130.5,130.5,21,7,0
2015-07-12,13,The Dram Shop,108,105.5,16,10,0
2015-07-12,14,The Dram Shop,214.5,212,32,13,0
2015-07-12,15,The Dram Shop,209,209,36,21,0
2015-07-12,16,The Dram Shop,330.75,315.75,69,35,0
2015-07-12,17,The Dram Shop,353,345.5,48,26,0
2015-07-12,18,The Dram Shop,237.5,235,46,26,0
2015-07-12,19,The Dram Shop,160,160,31,12,0
2015-07-12,20,The Dram Shop,186,186,29,13,0
2015-07-12,21,The Dram Shop,54,54,9,3,0
2015-07-14,12,The Dram Shop,23,23,4,2,0
2015-07-14,13,The Dram Shop,24,22,3,3,0
2015-07-14,14,The Dram Shop,48.5,48.5,10,4,0
2015-07-14,15,The Dram Shop,131.5,131.5,24,12,0
2015-07-14,16,The Dram Shop,74.5,74.5,12,9,0
2015-07-14,17,The Dram Shop,220.5,220.5,37,20,0
2015-07-14,18,The Dram Shop,397,386.5,64,29,0
2015-07-14,19,The Dram Shop,397,392,78,42,0
2015-07-14,20,The Dram Shop,200,200,33,17,0
2015-07-14,21,The Dram Shop,44,44,6,5,0
2015-07-15,11,The Dram Shop,12,12,1,1,0
2015-07-15,12,The Dram Shop,99,99,8,4,0
2015-07-15,13,The Dram Shop,71.75,71.75,9,5,0
2015-07-15,14,The Dram Shop,72,72,7,6,0
2015-07-15,15,The Dram Shop,103,103,20,12,0
2015-07-15,16,The Dram Shop,144,144,22,15,0
2015-07-15,17,The Dram Shop,199,199,30,17,0
2015-07-15,18,The Dram Shop,282,282,41,23,0
2015-07-15,19,The Dram Shop,160,160,26,17,0
2015-07-15,20,The Dram Shop,425.5,424.5,66,24,0
2015-07-15,21,The Dram Shop,133,133,26,12,0
2015-07-16,12,The Dram Shop,34,34,6,3,0
2015-07-16,13,The Dram Shop,64,64,8,5,0
2015-07-16,14,The Dram Shop,14,14,2,2,0
2015-07-16,15,The Dram Shop,64,64,10,4,0
2015-07-16,16,The Dram Shop,174,174,26,18,0
2015-07-16,17,The Dram Shop,381.5,381.5,63,30,0
2015-07-16,18,The Dram Shop,611,611,103,50,0
2015-07-16,19,The Dram Shop,373.5,368.5,56,24,0
2015-07-16,20,The Dram Shop,272.75,272.75,53,23,0
2015-07-16,21,The Dram Shop,195,195,36,15,0
2015-07-17,12,The Dram Shop,65.5,65.5,7,4,0
2015-07-17,13,The Dram Shop,26,26,2,1,0
2015-07-17,14,The Dram Shop,286.5,286.5,15,6,0
2015-07-17,15,The Dram Shop,68.5,67.12,9,8,0
2015-07-17,16,The Dram Shop,254.5,254.5,42,18,0
2015-07-17,17,The Dram Shop,225.5,220,38,21,0
2015-07-17,18,The Dram Shop,684,674,111,45,0
2015-07-17,19,The Dram Shop,492,492,87,33,0
2015-07-17,20,The Dram Shop,334,334,59,34,1
2015-07-17,21,The Dram Shop,350.5,326.75,62,31,0
2015-07-17,22,The Dram Shop,116,107.25,22,7,0
2015-07-18,10,The Dram Shop,15,15,2,1,0
2015-07-18,11,The Dram Shop,78,78,7,3,0
2015-07-18,12,The Dram Shop,100,88.5,9,5,0
2015-07-18,13,The Dram Shop,32,32,5,3,0
2015-07-18,14,The Dram Shop,79,60.25,13,3,0
2015-07-18,15,The Dram Shop,156,153,23,8,0
2015-07-18,16,The Dram Shop,249,249,35,19,0
2015-07-18,17,The Dram Shop,243,243,44,16,0
2015-07-18,18,The Dram Shop,299.5,299.5,54,22,1
2015-07-18,19,The Dram Shop,244.5,237,33,16,0
2015-07-18,20,The Dram Shop,371.5,370.25,62,24,0
2015-07-18,21,The Dram Shop,285,285,46,26,0
2015-07-18,22,The Dram Shop,89,89,15,5,0
2015-07-19,12,The Dram Shop,61,61,7,4,0
2015-07-19,13,The Dram Shop,94.5,94.5,22,10,0
2015-07-19,14,The Dram Shop,181,176.75,30,13,0
2015-07-19,15,The Dram Shop,233,233,31,12,0
2015-07-19,16,The Dram Shop,171.5,171.5,33,17,0
2015-07-19,17,The Dram Shop,195.5,195.5,39,17,0
2015-07-19,18,The Dram Shop,217,217,32,17,0
2015-07-19,19,The Dram Shop,54,54,9,5,0
2015-07-19,20,The Dram Shop,128,128,15,12,0
2015-07-19,21,The Dram Shop,42,42,4,4,0
2015-07-21,12,The Dram Shop,64,58,3,2,0
