date,hour,location,gross_sales,net_sales,items,transactions,customers
2019-07-15,16,The Dram Shop Front St.,120.5,107.5,22,14,11
2019-07-15,17,The Dram Shop Central,76.5,62,14,12,7
2019-07-15,17,The Dram Shop Front St.,186,175.5,42,14,11
2019-07-15,18,The Dram Shop Central,114.5,84.25,22,9,6
2019-07-15,18,The Dram Shop Front St.,99,83,19,12,6
2019-07-15,19,The Dram Shop Central,106.75,81.25,21,9,4
2019-07-15,19,The Dram Shop Front St.,274.75,224.25,58,36,14
2019-07-15,20,The Dram Shop Central,35,23,8,4,1
2019-07-15,20,The Dram Shop Front St.,172.5,141.5,34,20,12
2019-07-15,21,The Dram Shop Central,62.25,46.12,15,6,4
2019-07-15,21,The Dram Shop Front St.,492.25,412.25,89,35,24
2019-07-15,22,The Dram Shop Central,11,9.5,2,1,1
2019-07-15,22,The Dram Shop Front St.,51.5,36.5,11,6,3
2019-07-16,12,The Dram Shop Front St.,33.5,26.5,5,5,1
2019-07-16,13,The Dram Shop Central,28,28,6,1,1
2019-07-16,13,The Dram Shop Front St.,46,46,7,5,3
2019-07-16,14,The Dram Shop Central,14.25,14.25,2,1,1
2019-07-16,14,The Dram Shop Front St.,29.5,29.5,6,5,1
2019-07-16,15,The Dram Shop Central,44.5,44.5,8,5,2
2019-07-16,15,The Dram Shop Front St.,89,89,18,9,3
2019-07-16,16,The Dram Shop Central,37.25,37.25,7,6,2
2019-07-16,16,The Dram Shop Front St.,184.5,165.18,30,19,8
2019-07-16,17,The Dram Shop Central,20,19,5,3,2
2019-07-16,17,The Dram Shop Front St.,298.25,286.75,47,31,19
2019-07-16,18,The Dram Shop Central,172.25,172.25,30,13,8
2019-07-16,18,The Dram Shop Front St.,268.25,265.75,48,22,17
2019-07-16,19,The Dram Shop Central,93.5,89,20,10,5
2019-07-16,19,The Dram Shop Front St.,312,312,54,21,13
2019-07-16,20,The Dram Shop Central,161.5,161.5,31,18,8
2019-07-16,20,The Dram Shop Front St.,204,204,34,20,16
2019-07-16,21,The Dram Shop Central,100,100,18,6,4
2019-07-16,21,The Dram Shop Front St.,99,94,17,10,8
2019-07-16,22,The Dram Shop Central,5.25,3.94,1,1,0
2019-07-17,11,The Dram Shop Front St.,5.5,5.5,1,1,1
2019-07-17,12,The Dram Shop Front St.,27.5,27.5,6,5,5
2019-07-17,13,The Dram Shop Central,11.5,11.5,2,2,1
2019-07-17,13,The Dram Shop Front St.,24,24,5,3,1
2019-07-17,14,The Dram Shop Central,34.5,30,4,2,1
2019-07-17,14,The Dram Shop Front St.,65,65,21,9,5
2019-07-17,15,The Dram Shop Central,28.5,28.5,3,3,1
2019-07-17,15,The Dram Shop Front St.,54.25,54.25,13,8,3
2019-07-17,16,The Dram Shop Central,123,123,20,14,3
2019-07-17,16,The Dram Shop Front St.,102.25,102.25,17,12,7
2019-07-17,17,The Dram Shop Central,193.25,191.75,32,18,11
2019-07-17,17,The Dram Shop Front St.,120.25,116.25,24,15,9
2019-07-17,18,The Dram Shop Central,285,285,44,14,11
2019-07-17,18,The Dram Shop Front St.,243.5,243.5,41,23,14
2019-07-17,19,The Dram Shop Central,121,121,19,10,7
2019-07-17,19,The Dram Shop Front St.,191,191,32,20,13
2019-07-17,20,The Dram Shop Central,112,112,19,12,4
2019-07-17,20,The Dram Shop Front St.,149,149,23,12,9
2019-07-17,21,The Dram Shop Central,203.75,195.5,34,17,9
2019-07-17,21,The Dram Shop Front St.,316.25,316.25,57,25,16
2019-07-17,22,The Dram Shop Central,97.5,94.75,16,2,2
2019-07-17,22,The Dram Shop Front St.,100.75,77.49,15,5,3
2019-07-18,12,The Dram Shop Front St.,11,11,1,1,1
2019-07-18,13,The Dram Shop Front St.,19.5,19.5,3,3,2
2019-07-18,14,The Dram Shop Central,27.5,27.5,5,5,1
2019-07-18,14,The Dram Shop Front St.,64,59.25,11,8,6
2019-07-18,15,The Dram Shop Front St.,74.5,72,11,7,5
2019-07-18,16,The Dram Shop Central,76,76,13,7,4
2019-07-18,16,The Dram Shop Front St.,123,123,22,13,5
2019-07-18,17,The Dram Shop Central,126.5,114,20,7,5
2019-07-18,17,The Dram Shop Front St.,280.5,275.5,46,30,19
2019-07-18,18,The Dram Shop Central,284.25,284.25,55,18,12
2019-07-18,18,The Dram Shop Front St.,492.75,477.25,81,32,17
2019-07-18,19,The Dram Shop Central,114,114,26,13,7
2019-07-18,19,The Dram Shop Front St.,334,334,57,26,20
2019-07-18,20,The Dram Shop Central,135.75,135.75,22,14,8
2019-07-18,20,The Dram Shop Front St.,450.5,433.75,73,44,30
2019-07-18,21,The Dram Shop Central,257.5,257.5,44,21,20
2019-07-18,21,The Dram Shop Front St.,438.75,438.75,82,41,25
2019-07-18,22,The Dram Shop Central,182.5,179.75,36,9,6
2019-07-18,22,The Dram Shop Front St.,241.5,241.5,51,21,12
2019-07-18,23,The Dram Shop Front St.,1.5,1.5,1,1,0
2019-07-19,12,The Dram Shop Central,47,47,8,3,2
2019-07-19,12,The Dram Shop Front St.,10,10,2,1,1
2019-07-19,13,The Dram Shop Central,14.5,14.5,2,2,2
2019-07-19,13,The Dram Shop Front St.,57.75,57.75,13,9,5
2019-07-19,14,The Dram Shop Central,25.5,25.5,5,2,1
2019-07-19,14,The Dram Shop Front St.,90.5,90.5,16,5,5
2019-07-19,15,The Dram Shop Central,30,30,5,4,2
2019-07-19,15,The Dram Shop Front St.,200.5,200.5,24,11,6
2019-07-19,16,The Dram Shop Central,150.5,145.5,27,15,12
2019-07-19,16,The Dram Shop Front St.,229.75,219.5,47,22,10
2019-07-19,17,The Dram Shop Central,139.5,139.5,27,14,10
2019-07-19,17,The Dram Shop Front St.,418,408.5,74,36,26
2019-07-19,18,The Dram Shop Central,190.5,180.25,36,19,9
2019-07-19,18,The Dram Shop Front St.,274.5,271,45,23,18
2019-07-19,19,The Dram Shop Central,224.5,224.5,42,17,11
2019-07-19,19,The Dram Shop Front St.,543.25,529.25,85,38,25
2019-07-19,20,The Dram Shop Central,281.5,281.5,46,17,16
2019-07-19,20,The Dram Shop Front St.,358.25,358.25,69,32,20
2019-07-19,21,The Dram Shop Central,30,30,6,3,2
2019-07-19,21,The Dram Shop Front St.,422,422,65,39,22
2019-07-19,22,The Dram Shop Central,78.5,77,14,5,5
2019-07-19,22,The Dram Shop Front St.,304.75,304.75,63,29,21
2019-07-19,23,The Dram Shop Front St.,78,78,13,4,4
2019-07-20,10,The Dram Shop Front St.,26,26,1,1,1
2019-07-20,11,The Dram Shop Front St.,31.5,23.49,3,1,0
2019-07-20,12,The Dram Shop Central,85,85,9,6,3
2019-07-20,12,The Dram Shop Front St.,96,91.25,13,7,5
2019-07-20,13,The Dram Shop Front St.,58.5,58.5,10,6,5
2019-07-20,14,The Dram Shop Central,21,21,4,2,1
2019-07-20,14,The Dram Shop Front St.,111,111,15,7,5
2019-07-20,15,The Dram Shop Central,62.25,62.25,11,7,4
2019-07-20,15,The Dram Shop Front St.,92,92,16,10,4
2019-07-20,16,The Dram Shop Central,46,46,7,5,4
2019-07-20,16,The Dram Shop Front St.,215.75,211.19,31,15,9
2019-07-20,17,The Dram Shop Central,41.5,41.5,5,3,3
2019-07-20,17,The Dram Shop Front St.,345,345,49,27,13
2019-07-20,18,The Dram Shop Central,69.75,69.75,13,6,5
2019-07-20,18,The Dram Shop Front St.,192.75,192.75,38,20,14
2019-07-20,19,The Dram Shop Central,170.5,170.5,30,12,9
2019-07-20,19,The Dram Shop Front St.,163,163,27,16,9
2019-07-20,20,The Dram Shop Central,56.5,56.5,8,3,1
2019-07-20,20,The Dram Shop Front St.,137.75,137.75,26,12,9
2019-07-20,21,The Dram Shop Central,82.5,77,14,7,5
2019-07-20,21,The Dram Shop Front St.,150.75,129.12,26,14,10
2019-07-20,22,The Dram Shop Central,58,51.75,11,3,2
2019-07-20,22,The Dram Shop Front St.,147.75,147.75,20,8,6
2019-07-21,12,The Dram Shop Central,28.25,28.25,7,5,1
2019-07-21,12,The Dram Shop Front St.,52.5,52.5,6,5,1
2019-07-21,13,The Dram Shop Central,24.5,24.5,5,4,1
2019-07-21,13,The Dram Shop Front St.,4.5,4.5,1,1,0
2019-07-21,14,The Dram Shop Central,65,65,12,6,5
2019-07-21,14,The Dram Shop Front St.,91,85.27,15,10,3
2019-07-21,15,The Dram Shop Central,120.5,118.25,23,8,5
2019-07-21,15,The Dram Shop Front St.,158.75,158.75,26,16,11
2019-07-21,16,The Dram Shop Central,73,73,11,8,4
2019-07-21,16,The Dram Shop Front St.,99.75,99.75,19,10,4
2019-07-21,17,The Dram Shop Central,95.75,95.75,21,8,3
2019-07-21,17,The Dram Shop Front St.,224,161.25,33,15,6
2019-07-21,18,The Dram Shop Central,144,144,27,11,6
2019-07-21,18,The Dram Shop Front St.,183.5,183.5,33,14,9
2019-07-21,19,The Dram Shop Central,143.5,143.5,26,11,7
2019-07-21,19,The Dram Shop Front St.,71,61.5,14,8,4
2019-07-21,20,The Dram Shop Central,78,78,15,4,4
2019-07-21,20,The Dram Shop Front St.,103.75,103.75,17,12,5
2019-07-21,21,The Dram Shop Central,21,21,4,1,0
2019-07-21,21,The Dram Shop Front St.,87.5,87.5,15,5,5
2019-07-21,22,The Dram Shop Front St.,14.5,12.25,3,2,1
2019-07-22,12,The Dram Shop Front St.,46.5,38,7,3,2
2019-07-22,13,The Dram Shop Front St.,39.5,34.5,7,4,2
2019-07-22,14,The Dram Shop Central,82,59,16,6,6
2019-07-22,14,The Dram Shop Front St.,59.25,53.25,8,7,4
2019-07-22,15,The Dram Shop Central,25,18,4,2,1
2019-07-22,15,The Dram Shop Front St.,56.75,47.75,12,7,3
2019-07-22,16,The Dram Shop Central,82.75,63.75,14,9,3
2019-07-22,16,The Dram Shop Front St.,187.75,155.75,36,27,12
2019-07-22,17,The Dram Shop Central,48.5,37.5,9,5,3
2019-07-22,17,The Dram Shop Front St.,266.5,209,47,29,15
2019-07-22,18,The Dram Shop Central,58.25,40.75,17,7,3
2019-07-22,18,The Dram Shop Front St.,213.75,176.25,38,26,15
2019-07-22,19,The Dram Shop Central,39,26.5,9,5,1
2019-07-22,19,The Dram Shop Front St.,283.25,217.75,54,33,19
2019-07-22,20,The Dram Shop Central,65,59.25,11,4,3
2019-07-22,20,The Dram Shop Front St.,332,239.5,61,31,18
2019-07-22,21,The Dram Shop Central,130,97.5,26,16,9
2019-07-22,21,The Dram Shop Front St.,350,252.5,59,28,25
2019-07-22,22,The Dram Shop Front St.,93.25,58.56,11,3,2
2019-07-23,12,The Dram Shop Central,4.5,4.5,1,1,1
2019-07-23,13,The Dram Shop Central,6,6,1,1,0
2019-07-23,14,The Dram Shop Central,10,10,2,1,1
2019-07-23,14,The Dram Shop Front St.,59.5,59.5,10,6,6
2019-07-23,15,The Dram Shop Central,18.5,18.5,5,5,0
2019-07-23,15,The Dram Shop Front St.,74.25,74.25,13,7,1
2019-07-23,16,The Dram Shop Central,63,63,11,5,4
2019-07-23,16,The Dram Shop Front St.,143.75,143.75,24,15,8
2019-07-23,17,The Dram Shop Central,106,92.5,17,6,4
2019-07-23,17,The Dram Shop Front St.,187.25,184,32,27,10
2019-07-23,18,The Dram Shop Central,203.25,203.25,36,13,8
2019-07-23,18,The Dram Shop Front St.,324.25,313.25,53,25,18
2019-07-23,19,The Dram Shop Central,160.75,160.75,30,15,10
2019-07-23,19,The Dram Shop Front St.,226,226,42,26,17
2019-07-23,20,The Dram Shop Central,55,50.5,11,6,3
2019-07-23,20,The Dram Shop Front St.,456,456,81,36,27
2019-07-23,21,The Dram Shop Central,39,33,7,3,2
2019-07-23,21,The Dram Shop Front St.,184,155,27,15,12
2019-07-23,22,The Dram Shop Central,17,12.75,1,1,1
2019-07-24,12,The Dram Shop Central,37.75,32.75,4,2,2
2019-07-24,12,The Dram Shop Front St.,5,5,1,1,1
2019-07-24,13,The Dram Shop Front St.,43.5,43.5,7,6,4
2019-07-24,14,The Dram Shop Central,14,14,4,2,1
2019-07-24,14,The Dram Shop Front St.,54,54,9,6,3
2019-07-24,15,The Dram Shop Central,8,8,2,2,1
2019-07-24,15,The Dram Shop Front St.,163.5,163.5,25,15,11
2019-07-24,16,The Dram Shop Central,30,30,6,4,2
2019-07-24,16,The Dram Shop Front St.,245,234.25,35,22,15
2019-07-24,17,The Dram Shop Central,69.25,69.25,13,8,3
2019-07-24,17,The Dram Shop Front St.,299.25,299.25,47,20,13
2019-07-24,18,The Dram Shop Central,162.5,162.5,22,9,8
2019-07-24,18,The Dram Shop Front St.,283.5,283.5,46,24,16
2019-07-24,19,The Dram Shop Central,260.25,260.25,36,15,14
2019-07-24,19,The Dram Shop Front St.,299,299,49,28,19
2019-07-24,20,The Dram Shop Central,169,162.25,22,10,8
2019-07-24,20,The Dram Shop Front St.,284.25,281.75,50,37,14
2019-07-24,21,The Dram Shop Central,14.5,14.5,4,1,1
2019-07-24,21,The Dram Shop Front St.,237.75,237.75,42,23,12
2019-07-24,22,The Dram Shop Front St.,52,52,9,3,3
2019-07-25,12,The Dram Shop Central,22,22,2,1,1
2019-07-25,12,The Dram Shop Front St.,37,37,4,3,3
2019-07-25,13,The Dram Shop Front St.,11,11,2,2,2
2019-07-25,14,The Dram Shop Central,34,34,7,4,0
2019-07-25,14,The Dram Shop Front St.,11.5,11.5,2,2,2
2019-07-25,15,The Dram Shop Central,38,38,7,6,2
2019-07-25,16,The Dram Shop Central,60,57.38,9,5,2
2019-07-25,16,The Dram Shop Front St.,151.25,151.25,19,11,8
2019-07-25,17,The Dram Shop Central,16.5,16.5,3,3,0
2019-07-25,17,The Dram Shop Front St.,196.25,196.25,36,21,16
2019-07-25,18,The Dram Shop Central,231.75,231.75,37,10,9
2019-07-25,18,The Dram Shop Front St.,345.75,345.75,55,28,18
2019-07-25,19,The Dram Shop Central,87.5,87.5,17,9,5
2019-07-25,19,The Dram Shop Front St.,203.5,203.5,40,22,12
2019-07-25,20,The Dram Shop Central,120.25,120.25,23,14,8
2019-07-25,20,The Dram Shop Front St.,263,254.5,42,25,14
2019-07-25,21,The Dram Shop Central,136.75,135,27,12,7
2019-07-25,21,The Dram Shop Front St.,278,277.25,53,26,19
2019-07-25,22,The Dram Shop Central,190,190,35,11,7
2019-07-25,22,The Dram Shop Front St.,220.75,220.75,15,5,3
2019-07-26,12,The Dram Shop Central,10,10,1,1,0
2019-07-26,12,The Dram Shop Front St.,15,7.5,3,1,1
2019-07-26,13,The Dram Shop Central,4.5,4.5,1,1,1
2019-07-26,13,The Dram Shop Front St.,22,10,2,1,1
2019-07-26,14,The Dram Shop Central,37.5,37.5,5,3,1
2019-07-26,14,The Dram Shop Front St.,97.5,97.5,17,8,8
2019-07-26,15,The Dram Shop Central,20,20,3,1,1
2019-07-26,15,The Dram Shop Front St.,234,231.5,29,13,8
2019-07-26,16,The Dram Shop Central,92.5,92.5,17,7,7
2019-07-26,16,The Dram Shop Front St.,131.75,131.75,21,16,10
2019-07-26,17,The Dram Shop Central,224.5,224.5,37,15,11
2019-07-26,17,The Dram Shop Front St.,350.5,344,64,31,18
2019-07-26,18,The Dram Shop Central,102,102,17,9,7
2019-07-26,18,The Dram Shop Front St.,332.5,332.5,72,40,27
2019-07-26,19,The Dram Shop Central,100.5,100.5,17,11,6
2019-07-26,19,The Dram Shop Front St.,254,254,42,23,15
2019-07-26,20,The Dram Shop Central,154.75,154.75,30,18,15
2019-07-26,20,The Dram Shop Front St.,272,272,49,32,14
2019-07-26,21,The Dram Shop Central,68.5,68.5,14,6,3
2019-07-26,21,The Dram Shop Front St.,334,313.25,62,25,15
2019-07-26,22,The Dram Shop Central,25.5,25.5,5,2,2
2019-07-26,22,The Dram Shop Front St.,297.5,295.5,56,25,16
2019-07-26,23,The Dram Shop Front St.,22,21.5,5,3,2
2019-07-27,12,The Dram Shop Central,4.5,4.5,1,1,0
2019-07-27,12,The Dram Shop Front St.,63.75,60.75,9,5,3
2019-07-27,13,The Dram Shop Central,55.5,55.5,8,5,2
2019-07-27,13,The Dram Shop Front St.,142,142,28,15,8
2019-07-27,14,The Dram Shop Central,51.5,51.5,9,4,4
2019-07-27,14,The Dram Shop Front St.,123.25,116.25,31,17,6
2019-07-27,15,The Dram Shop Central,193.75,193.75,38,15,9
2019-07-27,15,The Dram Shop Front St.,56,54,13,8,3
2019-07-27,16,The Dram Shop Central,84.5,84.5,15,8,3
2019-07-27,16,The Dram Shop Front St.,165,156.5,24,15,9
2019-07-27,17,The Dram Shop Central,194.25,194.25,37,12,8
2019-07-27,17,The Dram Shop Front St.,152.5,138.62,31,16,11
2019-07-27,18,The Dram Shop Central,135.5,135.5,23,11,5
2019-07-27,18,The Dram Shop Front St.,239.25,237,31,12,11
2019-07-27,19,The Dram Shop Central,61,61,9,3,3
2019-07-27,19,The Dram Shop Front St.,195.5,195.5,38,17,11
2019-07-27,20,The Dram Shop Central,138.5,138.5,23,8,8
2019-07-27,20,The Dram Shop Front St.,173.5,173.5,32,19,11
2019-07-27,21,The Dram Shop Central,115.25,115.25,21,8,6
2019-07-27,21,The Dram Shop Front St.,254.5,251.5,34,12,8
2019-07-27,22,The Dram Shop Central,125,116,21,7,6
2019-07-27,22,The Dram Shop Front St.,58,58,11,5,2
2019-07-27,23,The Dram Shop Front St.,32.5,29.12,6,2,2
2019-07-28,12,The Dram Shop Central,52,52,4,2,2
2019-07-28,12,The Dram Shop Front St.,18.5,18.5,2,1,0
2019-07-28,13,The Dram Shop Central,42,42,9,4,2
2019-07-28,13,The Dram Shop Front St.,166.75,159.27,15,6,5
2019-07-28,14,The Dram Shop Central,15.5,15.5,3,2,2
2019-07-28,14,The Dram Shop Front St.,12,12,2,2,1
2019-07-28,15,The Dram Shop Central,59.25,59.25,10,5,4
2019-07-28,15,The Dram Shop Front St.,201.25,198.35,35,15,6
2019-07-28,16,The Dram Shop Central,88,71.75,12,4,1
2019-07-28,16,The Dram Shop Front St.,283.5,260.95,44,23,15
2019-07-28,17,The Dram Shop Central,109.75,102.25,23,6,4
2019-07-28,17,The Dram Shop Front St.,105.75,96.25,20,12,4
2019-07-28,18,The Dram Shop Central,202,202,37,12,11
2019-07-28,18,The Dram Shop Front St.,145,145,28,11,6
2019-07-28,19,The Dram Shop Central,113.75,105.63,19,6,5
2019-07-28,19,The Dram Shop Front St.,151,138,23,10,7
2019-07-28,20,The Dram Shop Central,9,9,2,1,1
2019-07-28,20,The Dram Shop Front St.,150.75,150.45,27,14,11
2019-07-28,21,The Dram Shop Front St.,42,40.54,7,4,2
2019-07-29,12,The Dram Shop Front St.,86,86,2,2,2
2019-07-29,13,The Dram Shop Central,4.5,4.5,1,1,0
2019-07-29,13,The Dram Shop Front St.,33,31,3,3,3
2019-07-29,14,The Dram Shop Central,89,43,16,12,3
2019-07-29,14,The Dram Shop Front St.,65.5,57,15,9,6
2019-07-29,15,The Dram Shop Central,10,6,2,2,0
2019-07-29,15,The Dram Shop Front St.,95,81,15,11,3
2019-07-29,16,The Dram Shop Central,42,40.15,8,3,3
2019-07-29,16,The Dram Shop Front St.,123.75,91.25,24,11,8
2019-07-29,17,The Dram Shop Front St.,31.5,22.62,5,3,2
2019-07-30,12,The Dram Shop Front St.,41.25,38.5,8,3,2
2019-07-30,13,The Dram Shop Central,26.75,2.25,5,2,0
2019-07-30,13,The Dram Shop Front St.,53.5,53.5,6,5,3
2019-07-30,14,The Dram Shop Central,15.5,15.5,3,3,0
2019-07-30,14,The Dram Shop Front St.,29,29,5,4,3
2019-07-30,15,The Dram Shop Central,52.5,45.75,9,6,1
2019-07-30,15,The Dram Shop Front St.,133,122.25,21,11,4
2019-07-30,16,The Dram Shop Central,46,46,9,7,5
2019-07-30,16,The Dram Shop Front St.,164.25,164.25,26,17,10
2019-07-30,17,The Dram Shop Central,134.5,134.5,21,9,5
2019-07-30,17,The Dram Shop Front St.,256,256,48,25,20
2019-07-30,18,The Dram Shop Central,255,255,46,18,13
2019-07-30,18,The Dram Shop Front St.,392.06,389.75,52,27,16
2019-07-30,19,The Dram Shop Central,71.5,71.5,12,6,5
2019-07-30,19,The Dram Shop Front St.,224,224,43,15,10
2019-07-30,20,The Dram Shop Central,94.25,94.25,20,7,6
2019-07-30,20,The Dram Shop Front St.,137,137,21,12,8
2019-07-30,21,The Dram Shop Central,132,132,22,8,7
2019-07-30,21,The Dram Shop Front St.,218.5,214,38,19,12
2019-07-30,22,The Dram Shop Front St.,74.5,74.5,14,3,3
2019-07-31,12,The Dram Shop Central,20,20,2,1,1
2019-07-31,12,The Dram Shop Front St.,80,76,4,2,2
2019-07-31,13,The Dram Shop Front St.,6,6,1,1,0
2019-07-31,14,The Dram Shop Central,142.5,142.5,8,2,2
2019-07-31,14,The Dram Shop Front St.,38.25,38.25,9,6,2
2019-07-31,15,The Dram Shop Central,21.5,21.5,3,3,0
2019-07-31,15,The Dram Shop Front St.,83.5,77.5,15,8,3
2019-07-31,16,The Dram Shop Central,60.75,56.37,8,3,3
2019-07-31,16,The Dram Shop Front St.,33.25,31.87,8,6,3
2019-07-31,17,The Dram Shop Central,9.5,9.5,2,1,0
2019-07-31,17,The Dram Shop Front St.,75,75,13,10,9
2019-07-31,18,The Dram Shop Central,351.5,351.5,45,16,14
2019-07-31,18,The Dram Shop Front St.,290.5,286.5,55,24,19
2019-07-31,19,The Dram Shop Central,289,289,42,20,12
2019-07-31,19,The Dram Shop Front St.,243.5,243.5,43,23,15
2019-07-31,20,The Dram Shop Central,189.5,189.5,32,15,7
2019-07-31,20,The Dram Shop Front St.,294.25,284.75,51,19,17
2019-07-31,21,The Dram Shop Central,87.5,87.5,14,9,7
2019-07-31,21,The Dram Shop Front St.,160.5,160.5,28,16,13
2019-07-31,22,The Dram Shop Central,12.5,12.5,2,1,1
2019-07-31,22,The Dram Shop Front St.,35.5,31.75,7,4,2
2019-08-01,12,The Dram Shop Front St.,20,20,1,1,0
2019-08-01,13,The Dram Shop Front St.,18.5,16.25,4,3,0
2019-08-01,14,The Dram Shop Central,18.5,18.5,3,2,1
2019-08-01,14,The Dram Shop Front St.,54,54,10,7,3
2019-08-01,15,The Dram Shop Central,54.5,54.5,11,5,2
2019-08-01,15,The Dram Shop Front St.,98.25,98.25,19,10,8
2019-08-01,16,The Dram Shop Central,61.5,61.5,14,10,5
2019-08-01,16,The Dram Shop Front St.,192.25,190.87,25,15,9
2019-08-01,17,The Dram Shop Central,129.5,129.5,25,10,8
2019-08-01,17,The Dram Shop Front St.,287.5,276.25,53,23,18
2019-08-01,18,The Dram Shop Central,208.5,208.5,41,21,9
2019-08-01,18,The Dram Shop Front St.,288.5,288.5,51,22,13
2019-08-01,19,The Dram Shop Central,29,29,5,2,2
2019-08-01,19,The Dram Shop Front St.,172.25,163.19,31,18,15
2019-08-01,20,The Dram Shop Central,107.75,107.75,19,11,8
2019-08-01,20,The Dram Shop Front St.,215.5,207.25,44,22,16
2019-08-01,21,The Dram Shop Central,109,109,19,11,9
2019-08-01,21,The Dram Shop Front St.,247.5,247.5,47,24,11
2019-08-01,22,The Dram Shop Central,40.5,35.25,7,4,4
2019-08-01,22,The Dram Shop Front St.,56,56,9,6,1
2019-08-02,12,The Dram Shop Central,31,31,2,1,1
2019-08-02,12,The Dram Shop Front St.,22.75,17.25,4,3,0
2019-08-02,13,The Dram Shop Central,17,17,3,1,1
2019-08-02,13,The Dram Shop Front St.,35,30.5,2,1,0
2019-08-02,14,The Dram Shop Central,26.75,26.75,3,2,2
2019-08-02,14,The Dram Shop Front St.,99.5,99.5,15,7,6
2019-08-02,15,The Dram Shop Central,35,35,6,3,2
2019-08-02,15,The Dram Shop Front St.,144.25,143.13,25,18,11
2019-08-02,16,The Dram Shop Central,35.5,35.5,7,5,5
2019-08-02,16,The Dram Shop Front St.,424.25,396.5,47,23,16
2019-08-02,17,The Dram Shop Central,108,108,21,8,6
2019-08-02,17,The Dram Shop Front St.,444.75,431.37,63,35,25
2019-08-02,18,The Dram Shop Central,124.75,124.75,23,11,8
2019-08-02,18,The Dram Shop Front St.,229.25,229.25,43,25,15
2019-08-02,19,The Dram Shop Central,169,166.12,28,15,8
2019-08-02,19,The Dram Shop Front St.,940,929,65,35,27
2019-08-02,20,The Dram Shop Central,113.5,113.5,22,10,7
2019-08-02,20,The Dram Shop Front St.,654,654,88,45,26
2019-08-02,21,The Dram Shop Central,20,20,4,2,2
2019-08-02,21,The Dram Shop Front St.,307,300.75,58,28,17
2019-08-02,22,The Dram Shop Central,109.5,109.5,32,5,3
2019-08-02,22,The Dram Shop Front St.,53.5,53.5,10,5,5
2019-08-03,12,The Dram Shop Front St.,121.5,121.5,12,7,4
2019-08-03,13,The Dram Shop Central,11,11,2,1,1
2019-08-03,13,The Dram Shop Front St.,146.5,146.5,19,13,4
2019-08-03,14,The Dram Shop Central,98.5,98.5,8,3,2
2019-08-03,14,The Dram Shop Front St.,1107.45,1012.45,45,18,11
2019-08-03,15,The Dram Shop Central,134,134,20,8,2
2019-08-03,15,The Dram Shop Front St.,114,114,17,9,5
2019-08-03,16,The Dram Shop Central,99.5,94,17,7,4
2019-08-03,16,The Dram Shop Front St.,148.5,142.38,15,10,3
2019-08-03,17,The Dram Shop Central,156.5,156.5,32,9,5
2019-08-03,17,The Dram Shop Front St.,226.75,222.75,35,17,11
2019-08-03,18,The Dram Shop Central,193,193,32,11,7
2019-08-03,18,The Dram Shop Front St.,177.25,175.25,29,18,11
2019-08-03,19,The Dram Shop Central,23.5,23.5,3,2,0
2019-08-03,19,The Dram Shop Front St.,93.5,93.5,22,15,8
2019-08-03,20,The Dram Shop Central,33,33,6,2,1
2019-08-03,20,The Dram Shop Front St.,269.5,269.5,43,25,14
2019-08-03,21,The Dram Shop Central,52.5,41,7,4,2
2019-08-03,21,The Dram Shop Front St.,296,296,44,22,15
2019-08-03,22,The Dram Shop Central,41.5,36.88,6,2,1
2019-08-03,22,The Dram Shop Front St.,310.75,310.75,48,31,16
2019-08-03,23,The Dram Shop Central,11.75,11.75,3,1,1
2019-08-03,23,The Dram Shop Front St.,204.75,200.25,24,15,3
2019-08-04,0,The Dram Shop Front St.,552.5,512,86,27,21
2019-08-04,1,The Dram Shop Front St.,279.5,246,39,11,11
2019-08-04,12,The Dram Shop Central,10.5,10.5,2,1,0
2019-08-04,12,The Dram Shop Front St.,55.75,50.75,11,8,4
2019-08-04,13,The Dram Shop Central,5,5,1,1,0
2019-08-04,13,The Dram Shop Front St.,73.25,68.85,10,3,3
2019-08-04,14,The Dram Shop Central,130,130,19,8,7
2019-08-04,14,The Dram Shop Front St.,49.5,49.5,10,6,2
2019-08-04,15,The Dram Shop Central,101.5,101.5,12,7,5
2019-08-04,15,The Dram Shop Front St.,106,106,12,7,6
2019-08-04,16,The Dram Shop Central,111.5,100.94,20,7,7
2019-08-04,16,The Dram Shop Front St.,82,82,14,6,4
2019-08-04,17,The Dram Shop Central,125,125,24,8,5
2019-08-04,17,The Dram Shop Front St.,315.75,306.75,50,27,11
2019-08-04,18,The Dram Shop Central,122.5,121,25,9,8
2019-08-04,18,The Dram Shop Front St.,352.5,352.5,50,22,16
2019-08-04,19,The Dram Shop Central,89,76.5,15,6,6
2019-08-04,19,The Dram Shop Front St.,129.25,129.25,22,14,9
2019-08-04,20,The Dram Shop Central,75.75,75.75,15,7,6
2019-08-04,20,The Dram Shop Front St.,122,122,18,14,10
2019-08-04,21,The Dram Shop Central,45.75,34.12,6,3,3
2019-08-04,21,The Dram Shop Front St.,107.5,107.5,16,14,9
2019-08-04,22,The Dram Shop Front St.,69.5,50.25,5,2,2
2019-08-05,12,The Dram Shop Front St.,30.5,26.5,4,3,1
2019-08-05,13,The Dram Shop Central,26,26,5,3,3
2019-08-05,13,The Dram Shop Front St.,35.5,28.5,7,5,4
2019-08-05,14,The Dram Shop Central,25,22,2,2,1
